"Address","Zip","District","TotalComplaintRecs","SevereConditions","DisplacementNotices","EvictionNotices","OpenUnresolved","NoHeatComplaints","NoWaterComplaints","SewageComplaints","PermitMatch","TotalPermits","Demolitions","ECA_Exemptions","Add_Alterations","New_Construction","ChangeOfUse","HousingUnitsRemoved","HousingUnitsAdded","OwnerOccClaims","FirstSevereDate","FirstDisplacementDate","FirstDemoPermitDate","LastPermitDate","SevereBeforeDemo","DispNearDemo","YearsActive","Typology"
"8719 17TH AVE NW","98117","6","7","0","1","0","2","0","0","0","1","3","1","0","1","0","0","0","0","0","","2022 MAY 20 12:00:00 AM","","","0","0","2018;2020;2021;2022","RedevelopDisplacer"
"4727 18TH AVE NE","98105","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2005;2006;2015;2022","Other"
"3703 SUNNYSIDE AVE N","98103","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2023;2024","Other"
"7520 35TH AVE NE","98115","4","2","0","0","0","0","2","0","0","1","2","0","0","1","0","0","0","0","0","","","","2019-05-10","0","0","2005","Other"
"1507 S PLUM ST","98144","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2020","Other"
"2421 NW 59TH ST","98107","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2023","Other"
"5601 42ND AVE S","98118","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2017;2021","Other"
"2239 SUNSET AVE SW","98116","1","1","0","0","0","0","0","0","0","1","6","0","2","4","0","0","0","0","0","","","","2015-03-25","0","0","2018","Other"
"12327 A 28TH AVE NE","98125","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2022","Other"
"1014 S DIRECTOR ST","98108","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2014","Other"
"1610 40TH AVE","98122","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2006","Other"
"10240 WATERS AVE S","98178","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2014","Other"
"434 N 87TH ST","98103","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2022","Other"
"1831 8TH AVE","98101","7","10","0","1","0","4","0","0","0","1","15","0","0","8","0","0","0","0","0","","2015 NOV 13 12:00:00 AM","","2021-05-03","0","0","2015;2016;2017;2019;2021;2023;2024","Other"
"4708 46TH AVE S","98118","2","1","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2023-08-23","0","0","2013","Other"
"3041 10TH AVE W","98119","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2023","Other"
"8625 25TH AVE NE","98115","4","2","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2010-10-18","0","0","2010","Other"
"1002 N 39TH ST","98103","4","1","0","0","0","0","0","0","0","1","2","1","0","0","1","0","0","0","0","","","2006-12-01","2006-12-01","0","0","2007","Other"
"12033 35TH AVE NE","98125","5","1","0","0","0","0","0","0","0","1","6","2","0","0","1","0","0","0","0","","","2008-09-24","2008-09-24","0","0","2009","Other"
"6011 SYCAMORE AVE NW","98107","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2007;2008;2009","Other"
"2029 MCGILVRA BLVD E","98112","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2017","Other"
"516 1ST AVE W","98119","7","5","0","0","0","1","0","0","0","1","5","0","0","5","0","0","0","0","0","","","","2007-07-31","0","0","2006;2019;2021;2022","Other"
"3406 FREMONT AVE N","98103","6","2","0","0","0","0","0","0","0","1","5","0","0","2","0","0","0","0","0","","","","2016-06-17","0","0","2013;2025","Other"
"6114 12TH AVE NE","98115","4","1","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2017-05-17","0","0","2024","Other"
"1504 S WALKER ST","98144","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2020","Other"
"7339 39TH AVE NE","98115","4","1","0","0","0","0","0","0","0","1","3","0","0","2","0","0","0","0","0","","","","2021-04-21","0","0","2023","Other"
"745 10TH AVE E","98102","3","5","0","0","0","0","0","0","0","1","15","3","0","0","4","0","0","0","0","","","2021-11-03","2021-10-25","0","0","2018;2023;2024;2025","Other"
"5128 55TH AVE S","98118","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2024","Other"
"4736 S PEARL ST","98118","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2017","Other"
"103 VALLEY ST","98109","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2010","Other"
"9515 15TH AVE NW","98117","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2021","Other"
"9714 PALATINE AVE N","98103","5","1","0","0","0","0","0","0","0","1","3","1","0","0","1","0","0","0","0","","","2026-01-27","2026-01-27","0","0","2021","Other"
"6358 DELRIDGE WAY SW","98106","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2020","Other"
"14333 FREMONT AVE N","98133","5","2","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2003-12-24","0","0","2003","Other"
"2806 19TH AVE S","98144","2","2","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2012-11-05","0","0","2007","Other"
"2712 S JUDKINS ST","98144","3","1","0","0","0","0","0","0","0","1","3","0","0","3","0","0","0","0","0","","","","2009-09-16","0","0","2015","Other"
"5035 24TH PL S","98108","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2015","Other"
"4330 SW ROXBURY ST","98136","1","2","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","","","","2006-10-12","0","0","2007;2023","Other"
"12503 DENSMORE AVE N","98133","5","1","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","","0","0","2025","Other"
"12819 ASHWORTH AVE N","98133","5","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2025","Other"
"8317 13TH AVE NW","98117","6","1","0","0","0","0","0","0","0","1","4","1","0","2","0","0","0","0","0","","","2020-10-27","2020-10-27","0","0","2017","Other"
"5272 37TH AVE S","98118","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2023","Other"
"7791 11TH AVE SW","98106","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2023","Other"
"6010 35TH AVE NE","98115","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2025","Other"
"83 S KING ST","98104","1","1","0","0","0","0","0","0","0","1","65","0","3","30","0","0","0","0","0","","","","2025-05-29","0","0","2019","Other"
"5030 26TH AVE S","98108","2","3","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2008-04-11","0","0","2010","Other"
"8624 3RD AVE NW","98117","6","3","0","0","0","0","0","0","0","1","6","3","0","0","1","0","0","0","0","","","2008-02-08","2012-10-03","0","0","2009;2012","Other"
"12547 28TH AVE NE","98125","5","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2020;2025","Other"
"10950 39TH AVE SW","98146","1","4","0","0","0","0","0","0","0","1","3","0","0","1","1","0","0","0","0","","","","2016-08-16","0","0","2012;2016","Other"
"2638 42ND AVE SW","98116","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2009","Other"
"2823 24TH AVE S","98144","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2020","Other"
"5037 DELRIDGE WAY SW","98106","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2017;2022","Other"
"7346 33RD AVE S","","2","3","0","0","0","3","0","0","0","1","3","1","0","0","1","0","0","0","0","","","2019-07-05","2019-07-05","0","0","2018;2019","Other"
"4951 NE LAURELCREST LN","98105","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2005","Other"
"3830 NE 90TH ST","98115","4","1","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2020-09-14","0","0","2010","Other"
"1634 33RD AVE","98122","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2009","Other"
"12 ETRURIA ST","98109","7","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","","","2019-04-30","2019-04-30","0","0","2004","Other"
"10399 BEDFORD CT NW","98177","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2008;2012","Other"
"4550 UNION BAY PL NE","98105","4","2","0","0","0","0","0","0","0","1","2","0","1","0","0","0","0","0","0","","","","2015-09-24","0","0","2014","Other"
"545 N 83RD ST","98103","6","7","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2010;2016;2017;2019","Other"
"5053 FAUNTLEROY WAY SW","98136","1","4","0","0","0","0","0","0","0","1","4","0","0","0","1","0","0","0","0","","","","2023-01-23","0","0","2011;2019","Other"
"3055 NW 57TH ST","98107","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2017","Other"
"3934 S PEARL ST","98118","2","3","0","0","0","0","0","0","0","1","3","0","1","0","1","0","0","0","0","","","","2020-11-09","0","0","2020;2022","Other"
"2251 14TH AVE W","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2023","Other"
"2622 NW MARKET ST","98107","6","2","0","0","0","0","0","0","0","1","4","0","0","2","0","0","0","0","0","","","","2018-10-05","0","0","2018","Other"
"8513 24TH AVE NW","98117","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2012;2016","Other"
"11532 19TH AVE NE","98125","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2024","Other"
"7301 19TH AVE SW","98106","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2012","Other"
"200 W HIGHLAND DR","","7","2","0","0","0","0","0","0","0","1","6","0","0","3","0","0","0","0","0","","","","2016-08-12","0","0","2008;2019","Other"
"4616 SW CHARLESTOWN ST","98116","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2022","Other"
"13039 6TH AVE NW","98177","5","2","0","0","0","1","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2023-01-31","0","0","2022;2023","Other"
"10743 38TH AVE NE","98125","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2025","Other"
"6033 31ST AVE NE","98115","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2016;2017","Other"
"4435 42ND AVE S","98118","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2009","Other"
"345 N 105TH ST","98133","5","1","0","0","0","0","0","0","0","1","4","1","0","0","2","0","0","0","0","","","2007-01-31","2007-01-31","0","0","2008","Other"
"6549 GREENWOOD AVE N","98103","6","2","0","0","0","0","0","0","0","1","3","1","0","0","1","0","0","0","0","","","2022-02-15","2022-02-15","0","0","2020","Other"
"12133 STONE AVE N","98133","5","1","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","","","","2022-07-14","0","0","2025","Other"
"2601 S MCCLELLAN ST","98144","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2005;2017;2024","Other"
"3528 W HOWE ST","98199","6","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2013-04-18","0","0","2013","Other"
"13530 ERICKSON PL NE","98125","5","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2021;2022;2023;2024;2025","Other"
"3320 31ST AVE SW","98126","1","5","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","","","2005-11-07","2005-11-07","0","0","2005;2006","Other"
"2815 EASTLAKE AVE E","","3","5","0","0","0","1","0","0","0","1","6","0","0","5","0","0","0","0","0","","","","2019-04-01","0","0","2004;2006;2014;2020;2021","Other"
"5440 CALIFORNIA AVE SW","98136","1","1","0","0","0","0","0","0","0","1","6","0","0","2","1","0","0","0","0","","","","2020-12-31","0","0","2016","Other"
"7511 27TH AVE NW","98117","6","1","0","0","0","0","0","0","0","1","2","0","0","2","0","0","0","0","0","","","","2013-04-02","0","0","2006","Other"
"1700 SUMMIT AVE","98122","3","3","0","0","0","1","0","0","0","1","10","0","0","3","0","0","0","0","0","","","","2016-05-29","0","0","2020;2025","Other"
"9203 22ND AVE SW","98106","1","2","0","0","0","2","0","0","0","1","3","0","0","1","0","0","0","0","0","","","","2023-04-27","0","0","2023","Other"
"310 NW 97TH ST","98117","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2009","Other"
"9102 RAINIER AVE S","98118","2","1","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2016-08-29","0","0","2016","Other"
"14335 STONE AVE N","98133","5","1","0","0","0","0","0","0","0","1","6","1","0","0","1","0","0","0","0","","","2019-02-15","2019-02-15","0","0","2018","Other"
"8014 45TH AVE SW","98136","1","3","0","0","0","0","0","0","0","1","4","0","2","0","1","0","0","0","0","","","","2023-06-12","0","0","2024;2025","Other"
"1700 N NORTHLAKE WAY","98103","4","4","0","0","0","0","0","0","0","1","3","0","0","2","0","0","0","0","0","","","","2010-06-14","0","0","2011;2014;2015","Other"
"2502 NE 130TH ST","98125","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2015","Other"
"2441 E VALLEY ST","98112","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2024","Other"
"6712 8TH AVE NE","98115","4","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","","","2014-08-15","2014-08-15","0","0","2013","Other"
"5208 42ND AVE S","98118","2","1","0","0","0","0","0","0","0","1","4","0","1","0","1","0","0","0","0","","","","2017-07-06","0","0","2021","Other"
"104 GARFIELD ST","98109","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2023","Other"
"4708 45TH AVE SW","98116","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2008;2017;2019","Other"
"7759 58TH AVE NE","","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2024","Other"
"6201 S HAZEL CT","98178","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2012","Other"
"2910 S BYRON ST","98144","2","3","0","1","0","1","0","0","0","1","6","1","0","1","1","0","0","0","0","","2018 JAN 25 12:00:00 AM","2022-06-24","2020-03-19","0","0","2013;2018;2022","RedevelopDisplacer"
"310 S HENDERSON ST","98108","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2009;2015","Other"
"4712 SW HINDS ST","98116","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2020","Other"
"4817 45TH AVE S","98118","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2005;2007","Other"
"1246 NE 140TH ST","98125","5","4","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2015-03-12","0","0","2008;2014","Other"
"2632 HARVARD AVE E","98102","3","1","0","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","","","","2020-10-29","0","0","2017","Other"
"3231 PERKINS LN W","98199","6","3","0","0","0","0","0","0","1","1","6","0","3","2","1","0","0","0","0","","","","2009-06-26","0","0","2005;2008;2009","Other"
"3314 NW 72ND ST","98117","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2010","Other"
"4821 SW GRAHAM ST","98136","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2012","Other"
"2019 23RD AVE E","98112","3","2","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","2009-03-03","0","0","2009","Other"
"209 EASTLAKE AVE E","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2022","Other"
"2615 NW 58TH ST","98107","6","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","2005-09-21","0","0","2005","Other"
"176 GALER ST","98109","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2021","Other"
"14036 38TH AVE NE","98125","5","1","0","0","0","0","0","0","0","1","5","0","0","0","1","0","0","0","0","","","","","0","0","2021","Other"
"5027 44TH AVE NE","98105","4","5","0","2","1","0","0","0","0","1","6","1","0","0","1","0","0","0","0","","2015 SEP 10 12:00:00 AM","2016-05-24","2016-05-24","0","1","2015;2016;2017","RedevelopDisplacer"
"4520 34TH AVE S","98118","2","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2019;2021;2025","Other"
"504 M L KING JR WAY","98122","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2025","Other"
"504 28TH AVE S","98144","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2018","Other"
"3736 S BRANDON ST","98118","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2012","Other"
"11700 9TH AVE NW","98177","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2024","Other"
"10022 HOLMAN RD NW","98177","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2019;2024","Other"
"5109 MERIDIAN AVE N","98103","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2009","Other"
"2009 NW 61ST ST","98107","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2013","Other"
"7043 34TH AVE NE","98115","4","2","0","0","0","0","0","0","0","1","3","1","0","0","1","0","0","0","0","","","2022-01-12","2022-01-12","0","0","2005","Other"
"3011 BEACON AVE S","","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","2019","Other"
