RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations
1051282-VI,Notice of Violation,Case,,"Vacant building, open to entry, overgrown and junk",2020 Nov 04 12:00:00 AM,2021 Nov 09 12:00:00 AM,Compliance Achieved,Completed,1907 5TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051282-VI,47.63624312,-122.36397553,"(47.63624312, -122.36397553)",11,2020,4,11,2021,4,False,False,370,7,False,True,False,True,False,False,False
1051307-VI,Notice of Violation,Case,,"Roach infested unit,  landlord not addressing.  Can't flush toilet by handle handle is broken, have to lift lid to flush. Have had several Mgrs. Roach issue is very severe. Serious health risks with the bugs. Been living in unit for 11 yrs. What are Rights as a tenant",2020 Nov 09 12:00:00 AM,2020 Dec 28 12:00:00 AM,Compliance Achieved,Completed,2215 1ST AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051307-VI,47.61278071,-122.34615672,"(47.61278071, -122.34615672)",11,2020,4,12,2020,4,False,False,49,7,False,True,False,True,False,False,False
1051318-VI,Notice of Violation,Case,,"Homeless are squatting in the property adjacent to ours. The address of that property is 3816 13th Ave W and it is vacant as they prepare to do construction. We have noticed trash piling up around the fence and have had issues with mail and propane tanks being stolen, and our mailman told us today that he saw people squatting in the property, which may be related to the thefts and trash.",2020 Nov 10 12:00:00 AM,2021 Mar 29 12:00:00 AM,Compliance Achieved,Completed,3816 13TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051318-VI,47.65457662,-122.37334386,"(47.65457662, -122.37334386)",11,2020,4,3,2021,1,False,False,139,7,False,True,False,True,False,False,False
009720-20CP,Complaint,Request,,"Caller says they contactedthe owner to report a leakin the wall in the bathroom.  Owner has not responded,forcing them to relocate temporarily at their own expense.",2020 Nov 12 12:00:00 AM,2020 Dec 21 12:00:00 AM,Completed,Completed,3627 22ND AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009720-20CP,47.65297903,-122.38501955,"(47.65297903, -122.38501955)",11,2020,4,12,2020,4,False,False,39,7,True,False,False,True,True,False,False
1051322-VI,Notice of Violation,Case,,Mold. Building is old/unsafe.,2020 Nov 12 12:00:00 AM,2021 Jul 27 12:00:00 AM,Compliance Achieved,Completed,2321 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051322-VI,47.61558545,-122.3449729,"(47.61558545, -122.3449729)",11,2020,4,7,2021,3,False,False,257,7,False,True,False,True,True,False,False
009759-20CP,Complaint,Request,,"Multiple repairs are needed for this unit, and there are concerns about building code compliance and landlord behavior.Broken window, upper right-hand pane front room. Broken and Landlord has been given notice and not fixed since August 13th.Broken Window, lower pane, bathroom. Broken and Landlord has been given notice and not fixed since August 13th.Gaps around the front and back doors that emit light and cold wind. The landlord has been given notice and not fixed since August 13th.L",2020 Nov 15 12:00:00 AM,,,Completed,2020 13TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009759-20CP,47.63741198,-122.37361276,"(47.63741198, -122.37361276)",11,2020,4,,,,True,True,,7,True,False,False,True,True,False,False
009862-20CP,Complaint,Request,,"Per Online; THE ELECTRICITY IS NOT TO CODE. THERE ARE NOT ENOUGH OUTLETS, TABLES, OR STAFF, THAT CAN ACCOMODATE THE ""OVERFLOW"" OF THE SHELTER. AS NOTED, THERE ARE NO ISSUES ""CITYWIDE"", THAT WOULD PRECIPITATE ISSUES WITH ATTENDANCE TO THE ISSUE.A MICROWAVE NEEDS TO BE ORDERED AND STORED WEEKLY FOR THE TRANSITION. SEND TO DIRECTOR@CIA.GOV. DO NOT FACILITATE THROUGH ""CITY SERVICES"".",2020 Nov 18 12:00:00 AM,,,Completed,301 MERCER ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009862-20CP,47.62395285,-122.3514488,"(47.62395285, -122.3514488)",11,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
1051356-CT,Citation,Case,,,2020 Nov 20 12:00:00 AM,,,Initiated,2400 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051356-CT,47.61650145,-122.34513341,"(47.61650145, -122.34513341)",11,2020,4,,,,True,True,,7,False,False,True,True,False,False,False
009911-20CP,Complaint,Request,,The hot water hasn't worked well for the two years I've lived here. The water takes a very long time time to heat up in the morning. I told the building maintenance about this issue and they tried to fix it by putting a part in that made it so I only got hot water and it would never get cold. Now the building is saying the hot water has completely stopped working and they are waiting for a part and it could take 4 days. They need to fix this problem permanently. We pay a lot,2020 Nov 21 12:00:00 AM,,,Closed,2515 4TH AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009911-20CP,47.61679059,-122.34699263,"(47.61679059, -122.34699263)",11,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
1051370-VI,Notice of Violation,Case,,Per Online; This building has put up three new flood lights that are not properly hooded and point too high up. These lights are pointing straight into the windows of multiple apartments across the street throughout the entire night.,2020 Nov 24 12:00:00 AM,,,Completed,12 MERCER ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051370-VI,47.62506936,-122.35620609,"(47.62506936, -122.35620609)",11,2020,4,,,,True,True,,7,False,True,False,True,False,False,False
009999-20CP,Complaint,Request,,elevator in building isn't working,2020 Nov 24 12:00:00 AM,2021 Jan 19 12:00:00 AM,Completed,Completed,512 MINOR AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009999-20CP,47.62353756,-122.33265519,"(47.62353756, -122.33265519)",11,2020,4,1,2021,1,False,False,56,7,True,False,False,True,False,False,False
010012-20CP,Complaint,Request,,"The elevator at 510 Minor Avenue North, Kerner-Scott House has been out of service for over the past 10 days and the tenants have not been notified of the status of when the elevator will be returned to service. Also, some of the tenants are wheel chair bound, and no one is checking on their status and needs for assistance for food, medicine, etc.",2020 Nov 25 12:00:00 AM,,,Completed,510 MINOR AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010012-20CP,47.62353756,-122.33265519,"(47.62353756, -122.33265519)",11,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
010074-20CP,Complaint,Request,,Per Online; I am a current tenant at the Lumen Condo property located at 501 Roy St.  My wife and I started our lease agreement to live at unit M214 on Nov 1st 2020 and officially moved in on Nov 14th.  Our property manager has still not addressed ceiling lighting that is missing and needs to be replaced nor has addressed replacing our (broken upon move-in) kitchen hood vent.  This should've been identified and addressed by the property manager prior to our move-in yet it,2020 Dec 01 12:00:00 AM,,,Closed,501 ROY ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010074-20CP,47.62526692,-122.34658221,"(47.62526692, -122.34658221)",12,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
010207-20CP,Complaint,Request,,The elevator has been out for two days.,2020 Dec 07 12:00:00 AM,,,Closed,1922 9TH AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010207-20CP,47.61631911,-122.3351953,"(47.61631911, -122.3351953)",12,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
1051413-TR,Tenant Relocation,Request,,Owner's Certification of No Displacement,2020 Dec 07 12:00:00 AM,,,Closed,606 ALOHA ST,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051413-TR,47.62735861,-122.34453154,"(47.62735861, -122.34453154)",12,2020,4,,,,True,True,,7,False,False,False,True,False,False,False
1051414-VI,Notice of Violation,Case,,Per Online; The property at 2425 West Crockett Street is extremely unsightly and apparently abandoned. It adversely affects the value of my property (2428 West Crockett Street) because our large windows directly face the offending property and present a jarring view of the mess at 2425 whenever we look out of our large front windows. It's safe to say that a prospective buyer of our property would likely offer a much lower price than if the view from our windows were. les,2020 Dec 07 12:00:00 AM,,,Completed,2425 W CROCKETT ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051414-VI,47.63738283,-122.38985727,"(47.63738283, -122.38985727)",12,2020,4,,,,True,True,,7,False,True,False,True,False,False,False
010234-20CP,Complaint,Request,,"No heating in unit and failure of landlord to respond or fix issue. Dilapidation of house cause for health concerns (ex: mold, rot)",2020 Dec 07 12:00:00 AM,2020 Dec 11 12:00:00 AM,Completed,Completed,2715 W HOWE ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010234-20CP,47.63577271,-122.39220142,"(47.63577271, -122.39220142)",12,2020,4,12,2020,4,False,False,4,7,True,False,False,True,True,False,False
1051418-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License. Total units: 33; Total units occupied: 27. Demolition.,2020 Dec 08 12:00:00 AM,,,Completed,610 2nd AVE W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051418-TR,47.62513742,-122.35884844,"(47.62513742, -122.35884844)",12,2020,4,,,,True,True,,7,False,False,False,True,False,True,False
1051429-VI,Notice of Violation,Case,,junk storage,2020 Dec 09 12:00:00 AM,2021 Jan 13 12:00:00 AM,Compliance Achieved,Completed,2216 AURORA AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051429-VI,47.63878596,-122.34500467,"(47.63878596, -122.34500467)",12,2020,4,1,2021,1,False,False,35,7,False,True,False,True,False,False,False
010312-20CP,Complaint,Request,,Dirt from landscaping project covers alley and flowing into storm drain. Gravel on Dravus,2020 Dec 10 12:00:00 AM,,,Completed,3033 22nd AVE W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010312-20CP,47.6475767,-122.38499742,"(47.6475767, -122.38499742)",12,2020,4,,,,True,True,,7,True,False,False,True,False,False,False
1051440-VI,Notice of Violation,Case,,"No heating in unit and failure of landlord to respond or fix issue. Dilapidation of house cause for health concerns (ex: mold, rot)",2020 Dec 11 12:00:00 AM,2020 Dec 11 12:00:00 AM,Completed,Completed,2715 W HOWE ST,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051440-VI,47.63577271,-122.39220142,"(47.63577271, -122.39220142)",12,2020,4,12,2020,4,False,False,0,7,False,True,False,True,True,False,False
1051448-CT,Citation,Case,,Land Use Code Violation - outdoor junk storage,2020 Dec 11 12:00:00 AM,2021 Jan 07 12:00:00 AM,Compliance Achieved,Completed,2412 2ND AVE,98121,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051448-CT,47.61531137,-122.34734134,"(47.61531137, -122.34734134)",12,2020,4,1,2021,1,False,False,27,7,False,False,True,True,False,False,True
010338-20CP,Complaint,Request,,"It is 32 degrees outside and we have no heat that we can control in our units. In fact, the heat is not currently on...and it's like that every day.  It gets turned on at pre-determined times for an allotted time frame. After that, it gets shut off and we have no control whatsoever when and for how long. So, it could be freezing outside during the day - but if it's not at the right time and the heater is not automatically set for that time - we are freezing inside. Especially",2020 Dec 12 12:00:00 AM,,,Closed,1127 OLYMPIC WAY W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010338-20CP,47.62948132,-122.36882222,"(47.62948132, -122.36882222)",12,2020,4,,,,True,True,,7,True,False,False,True,True,False,False
1051469-CT,Citation,Case,,,2020 Dec 15 12:00:00 AM,2021 Feb 23 12:00:00 AM,Compliance Achieved,Completed,1220 7TH AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051469-CT,47.63033019,-122.36620209,"(47.63033019, -122.36620209)",12,2020,4,2,2021,1,False,False,70,7,False,False,True,True,False,False,False
1051470-CT,Citation,Case,,,2020 Dec 15 12:00:00 AM,2021 Jan 14 12:00:00 AM,Compliance Achieved,Completed,923 WESTLAKE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051470-CT,47.62747003,-122.34087118,"(47.62747003, -122.34087118)",12,2020,4,1,2021,1,False,False,30,7,False,False,True,True,False,False,False
1051493-CT,Citation,Case,,,2020 Dec 18 12:00:00 AM,2021 Mar 12 12:00:00 AM,Compliance Achieved,Completed,2403 DEXTER AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051493-CT,47.63974989,-122.34453104,"(47.63974989, -122.34453104)",12,2020,4,3,2021,1,False,False,84,7,False,False,True,True,False,False,False
1051499-VI,Notice of Violation,Case,,"Caller says they contactedthe owner to report a leakin the wall in the bathroom.  Owner has not responded,forcing them to relocate temporarily at their own expense.",2020 Dec 21 12:00:00 AM,2020 Nov 23 12:00:00 AM,Completed,NOV Issued,3627 22ND AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051499-VI,47.65297903,-122.38501955,"(47.65297903, -122.38501955)",12,2020,4,11,2020,4,False,False,-28,7,False,True,False,True,True,False,False
010519-20CP,Complaint,Request,,Per Online; Steady/active leak in ceiling.,2020 Dec 21 12:00:00 AM,,,Completed,1957 9th AVE W,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010519-20CP,47.63759885,-122.36927482,"(47.63759885, -122.36927482)",12,2020,4,,,,True,True,,7,True,False,False,True,True,False,False
1051500-VI,Notice of Violation,Case,,No permits on file for extensive window replacement.  Are permitsrequired for this kind of work?,2020 Dec 21 12:00:00 AM,,,Completed,21 W LEE ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051500-VI,47.63106938,-122.35765093,"(47.63106938, -122.35765093)",12,2020,4,,,,True,True,,7,False,True,False,True,False,False,False
1051506-TR,Tenant Relocation,Request,,Application for a Tenant Relocation License.  Total units: 1; total units occupied: 1.  Demolition.,2020 Dec 23 12:00:00 AM,,,Reviews Completed,1406 3RD AVE W,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051506-TR,47.63162967,-122.36026271,"(47.63162967, -122.36026271)",12,2020,4,,,,True,True,,7,False,False,False,True,False,True,False
1051514-VI,Notice of Violation,Case,,Replacement of rotten floor without permit or inspection by an engineer,2020 Dec 23 12:00:00 AM,2020 Dec 22 12:00:00 AM,Completed,NOV Issued,2046 WESTLAKE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051514-VI,47.637911,-122.34016065,"(47.637911, -122.34016065)",12,2020,4,12,2020,4,False,False,-1,7,False,True,False,True,False,False,False
1051516-VI,Notice of Violation,Case,,Violation of the Prohibited Acts Ordinance SMC 22.206.180.F due to illegal entry.,2020 Sep 21 12:00:00 AM,,,Completed,1820 MINOR AVE,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051516-VI,47.61783424,-122.33135812,"(47.61783424, -122.33135812)",9,2020,3,,,,True,True,,7,False,True,False,True,False,False,True
